iteration,Router,CacheOccupancy,CacheOccupancyPct,CMBA,Latency_ms,CHR
16,Router31,0,0.0,1.840032,91.911678,0.196872
16,Router32,1,6.6667,8.835315,104.486796,0.426764
17,Router1,1,6.6667,9.497762,143.095887,0.09047
17,Router2,0,0.0,7.977822,66.498557,0.466716
17,Router3,0,0.0,3.732252,100.017533,0.714559
17,Router4,0,0.0,7.873963,182.76697,0.188149
17,Router5,1,6.6667,7.832935,227.103606,0.876564
17,Router6,1,6.6667,9.968989,76.897403,0.343712
17,Router7,0,0.0,2.225945,146.216783,0.719892
17,Router8,0,0.0,1.580417,211.534594,0.362848
17,Router9,0,0.0,9.465856,258.432311,0.491342
17,Router10,0,0.0,6.203016,139.0308,0.388853
17,Router11,1,6.6667,9.057594,55.62352,0.852636
17,Router12,0,0.0,2.015943,147.925224,0.56956
17,Router13,0,0.0,7.797426,248.755669,0.847543
17,Router14,0,0.0,6.729863,190.506565,0.604828
17,Router15,0,0.0,3.517167,8.516913,0.577974
17,Router16,1,6.6667,9.741367,168.610918,0.31632
17,Router17,0,0.0,5.343903,211.219082,0.545706
17,Router18,0,0.0,8.395017,273.082556,0.537844
17,Router19,1,6.6667,5.254382,104.887671,0.215484
17,Router20,0,0.0,6.163676,36.54995,0.933727
17,Router21,0,0.0,1.087859,217.286717,0.954003
17,Router22,0,0.0,6.14531,274.419405,0.812458
17,Router23,1,6.6667,1.70001,193.211564,0.560068
17,Router24,1,6.6667,2.154391,54.430909,0.334627
17,Router25,0,0.0,2.057325,172.47761,0.442604
17,Router26,0,0.0,5.185147,58.658356,0.70781
17,Router27,0,0.0,8.219431,153.69083,0.554733
17,Router28,0,0.0,4.211053,190.381913,0.970106
17,Router29,0,0.0,0.191255,13.413762,0.723519
17,Router30,1,6.6667,8.468882,237.92734,0.896224
17,Router31,1,6.6667,1.880888,90.412777,0.511023
17,Router32,0,0.0,7.331663,34.722908,0.009576
18,Router1,0,0.0,7.449693,145.227254,0.375323
18,Router2,0,0.0,6.056428,235.077178,0.78009
18,Router3,1,6.6667,6.22511,70.91834,0.673307
18,Router4,0,0.0,0.517933,142.612567,0.717031
18,Router5,0,0.0,1.244039,251.388041,0.487246
18,Router6,1,6.6667,7.553794,263.149928,0.256739
18,Router7,0,0.0,1.779341,1.833029,0.039632
18,Router8,1,6.6667,2.604535,59.379533,0.374625
18,Router9,0,0.0,3.024023,155.440667,0.233971
18,Router10,0,0.0,1.337742,229.418089,0.167638
18,Router11,0,0.0,4.799933,83.70015,0.141289
18,Router12,0,0.0,1.094815,261.152197,0.114249
18,Router13,0,0.0,4.977643,269.486549,0.825304
18,Router14,0,0.0,8.394488,226.725805,0.220271
18,Router15,0,0.0,1.950353,81.931116,0.945321
18,Router16,0,0.0,2.890022,80.69156,0.173133
18,Router17,1,6.6667,8.950871,223.849352,0.373936
18,Router18,0,0.0,2.243496,40.599448,0.840063
18,Router19,0,0.0,1.131023,212.862974,0.461211
18,Router20,1,6.6667,4.448972,231.545242,0.033351
18,Router21,0,0.0,5.913342,279.67729,0.355472
18,Router22,0,0.0,6.176878,108.116066,0.153949
18,Router23,0,0.0,5.909584,178.226883,0.389237
18,Router24,0,0.0,8.070606,29.743329,0.853586
18,Router25,0,0.0,5.055423,237.36892,0.655887
18,Router26,1,6.6667,4.352691,166.709586,0.714968
18,Router27,1,6.6667,7.608418,280.673216,0.794735
18,Router28,0,0.0,5.718247,61.669607,0.506195
18,Router29,0,0.0,5.907812,136.133558,0.504997
18,Router30,0,0.0,5.137318,95.329899,0.737812
18,Router31,0,0.0,5.434344,266.228889,0.669213
18,Router32,0,0.0,3.663642,141.750768,0.735061
19,Router1,0,0.0,2.556586,108.004807,0.041634
19,Router2,1,6.6667,0.290931,289.794266,0.550692
19,Router3,0,0.0,8.580935,281.753815,0.304868
19,Router4,0,0.0,5.830493,253.394381,0.472353
19,Router5,1,6.6667,8.750715,168.875033,0.437569
19,Router6,0,0.0,6.360676,63.269886,0.659023
19,Router7,1,6.6667,8.859704,174.026691,0.295552
19,Router8,0,0.0,8.825324,220.509024,0.401508
19,Router9,1,6.6667,6.271674,278.899937,0.120755
19,Router10,0,0.0,9.354674,40.844921,0.192614
19,Router11,0,0.0,7.71439,81.044853,0.466292
19,Router12,1,6.6667,5.44597,112.161296,0.575544
19,Router13,1,6.6667,3.223449,149.510872,0.820317
19,Router14,0,0.0,0.808576,95.511202,0.817153
19,Router15,1,6.6667,4.678262,201.558313,0.200493
19,Router16,1,6.6667,8.388644,212.526729,0.260319
19,Router17,1,6.6667,4.585095,94.728055,0.428966
19,Router18,0,0.0,1.239803,58.719253,0.026145
19,Router19,0,0.0,5.133082,237.460695,0.244828
19,Router20,1,6.6667,4.462252,123.095866,0.94359
19,Router21,1,6.6667,1.277274,257.06628,0.640002
19,Router22,1,6.6667,0.757355,193.056666,0.565577
19,Router23,1,6.6667,2.188182,268.885615,0.076089
19,Router24,1,6.6667,1.619023,273.785065,0.286886
19,Router25,1,6.6667,8.343076,62.867171,0.055566
19,Router26,1,6.6667,3.877829,305.847478,0.075329
19,Router27,1,6.6667,9.745273,84.435881,0.655633
19,Router28,1,6.6667,8.585954,94.937198,0.894819
19,Router29,0,0.0,6.727015,63.600943,0.23704
19,Router30,0,0.0,6.606893,12.985411,0.860595
19,Router31,1,6.6667,6.706244,92.023891,0.95384
19,Router32,0,0.0,1.060488,100.103436,0.250532
20,Router1,0,0.0,9.813215,70.192137,0.908868
20,Router2,0,0.0,4.013072,174.737341,0.930125
20,Router3,0,0.0,6.496662,162.972275,0.724714
20,Router4,0,0.0,6.620223,25.009258,0.609041
20,Router5,0,0.0,1.243079,37.121724,0.107087
20,Router6,1,6.6667,3.221835,166.43883,0.174306
20,Router7,0,0.0,3.425315,70.880588,0.549077
20,Router8,0,0.0,4.461708,30.074557,0.172508
20,Router9,0,0.0,9.279214,107.766034,0.46583
20,Router10,1,6.6667,4.971978,295.610795,0.732045
20,Router11,0,0.0,4.738685,231.200031,0.449275
20,Router12,1,6.6667,2.280494,234.753931,0.642819
20,Router13,0,0.0,1.60358,35.0164,0.049637
20,Router14,0,0.0,5.33128,158.391679,0.978478
20,Router15,0,0.0,9.159831,203.083582,0.516281
20,Router16,0,0.0,4.092086,291.88953,0.558324
20,Router17,0,0.0,6.843465,201.405069,0.92535
20,Router18,0,0.0,4.023254,193.80332,0.004487
20,Router19,1,6.6667,8.097285,87.023574,0.274631
20,Router20,1,6.6667,0.632109,151.02751,0.382792
20,Router21,0,0.0,4.572162,46.282706,0.17833
20,Router22,0,0.0,3.254939,31.774958,0.958121
20,Router23,1,6.6667,8.145987,169.503445,0.603866
20,Router24,0,0.0,2.30723,121.613161,0.184881
20,Router25,0,0.0,7.986563,193.303593,0.708983
20,Router26,0,0.0,1.968557,174.923616,0.394397
20,Router27,1,6.6667,4.049245,181.7194,0.740839
20,Router28,0,0.0,3.308521,250.343926,0.388207
20,Router29,0,0.0,4.345695,132.313615,0.962102
20,Router30,0,0.0,1.630114,258.190474,0.326418
20,Router31,1,6.6667,2.112883,280.788361,0.271639
20,Router32,0,0.0,6.395122,185.502722,1.0
21,Router1,1,6.6667,0.903097,38.081847,0.772035
21,Router2,0,0.0,4.387343,52.274137,0.776938
21,Router3,0,0.0,1.093898,205.219175,0.90644
21,Router4,0,0.0,6.13215,155.371395,0.10442
21,Router5,0,0.0,9.404231,266.26871,0.184513
21,Router6,0,0.0,4.228007,146.384288,0.581242
21,Router7,0,0.0,6.263281,263.415389,0.357335
21,Router8,0,0.0,4.605675,273.274886,0.916905
21,Router9,1,6.6667,0.210112,215.451832,0.742855
21,Router10,1,6.6667,9.63681,170.270459,0.137645
21,Router11,0,0.0,7.980519,54.4398,0.827047
21,Router12,0,0.0,0.923642,234.984291,0.298147
21,Router13,0,0.0,9.617132,230.341489,0.756707
21,Router14,1,6.6667,8.692216,7.364559,0.882232
21,Router15,1,6.6667,1.097267,151.408388,0.499691
21,Router16,0,0.0,5.020019,8.662747,0.536129
21,Router17,0,0.0,5.825874,219.923735,0.971217
21,Router18,0,0.0,2.784337,260.466726,0.531773
21,Router19,0,0.0,7.831329,177.345516,0.024093
21,Router20,1,6.6667,6.900209,162.344665,0.027996
21,Router21,0,0.0,0.183944,52.147884,0.10555
21,Router22,1,6.6667,8.805554,37.201762,0.746171
21,Router23,0,0.0,9.582102,258.0102,0.151691
21,Router24,1,6.6667,3.784357,191.152352,0.32822
21,Router25,0,0.0,1.626194,156.109299,0.942615
21,Router26,0,0.0,0.368286,9.036108,0.124436
21,Router27,1,6.6667,6.104198,74.062678,0.707541
21,Router28,0,0.0,6.482597,171.052417,0.923749
21,Router29,0,0.0,9.503318,16.95612,0.831584
21,Router30,0,0.0,7.123626,128.957964,0.117817
21,Router31,0,0.0,7.131439,75.285,0.878111
21,Router32,0,0.0,8.003067,64.844097,0.821108
22,Router1,1,6.6667,1.218239,171.267679,0.20359
22,Router2,0,0.0,5.140164,23.18574,0.656157
22,Router3,0,0.0,8.421459,185.753246,0.478615
22,Router4,0,0.0,2.15942,273.141695,0.109286
22,Router5,0,0.0,5.649755,284.725237,0.052197
22,Router6,0,0.0,0.8675,81.894086,0.391772
22,Router7,0,0.0,4.397376,166.004362,0.060247
22,Router8,0,0.0,3.895312,102.77419,0.54907
22,Router9,1,6.6667,10.088146,114.774761,0.290121
22,Router10,0,0.0,6.246621,114.308727,0.266288
22,Router11,0,0.0,5.535815,134.665566,0.106212
22,Router12,1,6.6667,6.864248,195.670667,0.575867
22,Router13,1,6.6667,2.712662,157.795873,0.825011
22,Router14,1,6.6667,6.738131,4.256221,0.595431
22,Router15,0,0.0,7.964988,61.542282,0.229814
22,Router16,0,0.0,3.48639,179.423557,0.629803
22,Router17,0,0.0,7.386081,282.03962,0.277234
22,Router18,0,0.0,6.060326,91.034459,0.769449
22,Router19,0,0.0,1.706214,140.470334,0.0
22,Router20,1,6.6667,3.193386,117.893775,0.802822
22,Router21,1,6.6667,4.371578,245.532167,0.275119
22,Router22,0,0.0,7.049073,132.690297,0.560501
22,Router23,1,6.6667,2.865479,43.726532,0.080855
22,Router24,1,6.6667,5.83006,263.048496,0.407183
22,Router25,1,6.6667,3.50849,33.368719,0.100809
22,Router26,0,0.0,7.472892,183.804091,0.044
22,Router27,0,0.0,9.38829,215.678669,0.216707
22,Router28,1,6.6667,7.233138,204.791241,0.029025
22,Router29,1,6.6667,5.795642,143.056421,0.861568
22,Router30,1,6.6667,9.52874,191.086403,0.644395
22,Router31,0,0.0,4.027147,27.468032,0.468282
22,Router32,0,0.0,7.282391,23.377668,0.120273
23,Router1,1,6.6667,2.390991,271.550691,0.755327
23,Router2,1,6.6667,1.495369,212.479173,0.322624
23,Router3,1,6.6667,4.451575,272.840066,0.009592
23,Router4,1,6.6667,9.487358,62.592117,0.186239
23,Router5,0,0.0,1.258851,136.459208,0.932655
23,Router6,0,0.0,5.356308,97.623339,0.371398
23,Router7,1,6.6667,8.159795,44.064225,0.974734
23,Router8,1,6.6667,4.95289,25.443456,0.080719
23,Router9,0,0.0,6.506217,227.505482,0.179184
23,Router10,0,0.0,9.597318,76.032868,0.863595
23,Router11,0,0.0,8.650633,84.305439,0.050661
23,Router12,0,0.0,1.329093,177.190236,0.433177
23,Router13,0,0.0,3.249949,299.416813,0.257705
23,Router14,0,0.0,1.497731,28.324987,0.218033
23,Router15,1,6.6667,8.250992,142.508512,0.894313
23,Router16,0,0.0,6.454849,109.434962,0.392363
23,Router17,1,6.6667,6.699399,28.239386,0.003932
23,Router18,0,0.0,3.120057,205.552243,0.826064
23,Router19,0,0.0,7.9995,242.772934,0.303921
23,Router20,0,0.0,1.316768,303.171098,0.240226
23,Router21,1,6.6667,6.346674,7.747488,0.019727
23,Router22,0,0.0,6.052158,39.552726,0.662243
23,Router23,0,0.0,9.413499,176.579717,0.105574
23,Router24,0,0.0,4.401462,178.217831,0.1753
23,Router25,1,6.6667,3.799596,243.394689,0.006484
23,Router26,0,0.0,4.037588,56.120851,0.059792
23,Router27,1,6.6667,1.735874,209.28666,0.248477
23,Router28,1,6.6667,5.252872,121.312296,0.100625
23,Router29,1,6.6667,4.850341,248.438237,0.504148
23,Router30,0,0.0,4.72594,121.713532,0.395837
23,Router31,0,0.0,4.295955,173.67795,0.304054
23,Router32,1,6.6667,1.219832,141.182737,0.596708
24,Router1,0,0.0,4.808915,61.367834,0.282594
24,Router2,0,0.0,9.938437,216.850418,0.412241
24,Router3,1,6.6667,2.043191,248.227467,0.940679
24,Router4,0,0.0,3.45185,210.486338,0.976919
24,Router5,0,0.0,1.077568,238.328329,0.023128
24,Router6,1,6.6667,7.605193,149.279534,0.875978
24,Router7,0,0.0,9.907532,17.529304,0.943012
24,Router8,0,0.0,7.529791,33.892295,0.706562
24,Router9,0,0.0,2.96319,262.976495,0.570396
24,Router10,1,6.6667,1.389686,179.775493,0.526787
24,Router11,0,0.0,2.478734,210.089456,0.808794
24,Router12,0,0.0,3.81944,188.805843,0.320382
24,Router13,0,0.0,9.257626,173.991684,0.408933
24,Router14,0,0.0,1.884952,205.467122,0.971773
24,Router15,1,6.6667,0.96941,54.517438,0.51772
24,Router16,0,0.0,5.197125,141.294517,0.932669
24,Router17,0,0.0,8.818607,261.962665,0.941953
24,Router18,0,0.0,9.652984,277.544566,0.015328
24,Router19,0,0.0,0.814563,161.401032,0.131483
24,Router20,1,6.6667,5.678898,296.300582,0.85999
24,Router21,0,0.0,5.32075,44.069625,0.469856
24,Router22,1,6.6667,5.097352,83.139851,0.585211
24,Router23,1,6.6667,3.62048,300.877999,0.185481
24,Router24,0,0.0,3.080304,219.286434,0.699286
24,Router25,1,6.6667,4.791281,43.382023,0.754819
24,Router26,0,0.0,4.595214,114.289473,0.786454
24,Router27,0,0.0,5.343442,218.540951,0.715366
24,Router28,0,0.0,1.852181,254.490341,0.762176
24,Router29,0,0.0,1.037265,138.014015,0.807642
24,Router30,1,6.6667,4.790734,277.207814,0.427366
24,Router31,0,0.0,8.590431,309.825296,0.170683
24,Router32,0,0.0,6.034012,278.335658,0.908976
25,Router1,0,0.0,7.23221,132.892438,0.165134
25,Router2,0,0.0,0.610088,222.342169,0.692212
25,Router3,0,0.0,6.362779,293.70572,0.413612
25,Router4,0,0.0,7.178584,3.466656,0.947697
25,Router5,1,6.6667,6.197126,226.517901,0.750403
25,Router6,1,6.6667,2.022242,296.055961,0.217326
25,Router7,1,6.6667,0.802286,132.951692,0.47889
25,Router8,1,6.6667,6.327235,206.285542,0.71407
25,Router9,0,0.0,5.255739,156.628032,0.571214
25,Router10,0,0.0,2.548549,266.251932,0.258902
25,Router11,0,0.0,5.473569,37.550539,0.746599
25,Router12,0,0.0,8.149013,22.245541,0.666269
25,Router13,0,0.0,9.464329,161.389969,0.033884
25,Router14,1,6.6667,9.663877,127.781824,0.314256
25,Router15,0,0.0,4.350197,151.884115,0.236239
25,Router16,0,0.0,5.964574,139.081905,0.471039
25,Router17,0,0.0,0.688063,264.764961,0.555209
25,Router18,0,0.0,0.195688,291.960114,0.499504
25,Router19,1,6.6667,4.241619,309.379526,0.040081
25,Router20,0,0.0,4.167755,80.860911,0.262024
25,Router21,0,0.0,2.195821,290.320221,0.477589
25,Router22,1,6.6667,0.671886,290.900164,0.459603
25,Router23,1,6.6667,6.169995,28.224719,0.477832
25,Router24,0,0.0,9.726393,197.255821,0.609087
25,Router25,0,0.0,7.832268,189.742298,0.968004
25,Router26,0,0.0,3.072022,235.161917,0.646981
25,Router27,0,0.0,0.89409,91.276954,0.536808
25,Router28,0,0.0,6.620427,37.88897,0.365022
25,Router29,0,0.0,3.383292,53.569489,0.72079
25,Router30,0,0.0,3.520179,24.265514,0.581871
25,Router31,1,6.6667,9.62935,121.346306,0.182435
25,Router32,0,0.0,8.547015,92.241154,0.0
26,Router1,1,6.6667,9.642018,80.923828,0.56825
26,Router2,0,0.0,4.253361,58.772361,0.144278
26,Router3,1,6.6667,8.948718,109.486586,0.991901
26,Router4,0,0.0,7.524587,238.057023,0.180962
26,Router5,0,0.0,4.649616,73.540391,0.022425
26,Router6,0,0.0,3.372609,189.931173,0.790726
26,Router7,0,0.0,9.623262,106.577003,0.968198
26,Router8,0,0.0,0.990678,16.731742,0.655031
26,Router9,0,0.0,4.79012,26.866971,0.474281
26,Router10,1,6.6667,6.937302,92.754855,0.73707
26,Router11,1,6.6667,7.853147,172.394406,0.0925
26,Router12,0,0.0,7.857318,39.031409,0.966905
26,Router13,0,0.0,6.039919,233.754779,0.111033
26,Router14,0,0.0,3.479389,225.510619,0.293999
26,Router15,0,0.0,5.159983,118.187259,0.500754
26,Router16,0,0.0,9.560223,112.127885,0.715109
26,Router17,0,0.0,4.719859,57.485298,0.885248
26,Router18,0,0.0,6.673498,16.52929,0.517437
26,Router19,0,0.0,7.613645,114.693722,0.975451
26,Router20,0,0.0,4.954641,18.323871,0.526268
26,Router21,0,0.0,5.083642,214.106586,0.915693
26,Router22,0,0.0,0.578856,273.777329,0.123114
26,Router23,0,0.0,3.452895,27.438133,0.84479
26,Router24,0,0.0,3.631107,138.536811,0.004522
26,Router25,1,6.6667,6.173366,49.07719,0.733021
26,Router26,0,0.0,1.194238,175.330402,0.918742
26,Router27,0,0.0,7.677993,37.798243,0.213346
26,Router28,0,0.0,5.320177,122.757884,0.280226
26,Router29,0,0.0,2.227938,187.915558,0.156661
26,Router30,1,6.6667,1.581037,208.021817,0.969952
26,Router31,0,0.0,2.007514,263.403737,0.512813
26,Router32,1,6.6667,4.916442,180.302213,0.739663
27,Router1,1,6.6667,8.087274,267.416017,0.681937
27,Router2,0,0.0,3.960286,257.858818,0.655238
27,Router3,1,6.6667,8.962619,256.58172,0.187845
27,Router4,1,6.6667,1.418054,220.8057,0.503455
27,Router5,0,0.0,5.502174,9.665992,0.97867
27,Router6,0,0.0,7.099184,188.534823,0.547264
27,Router7,0,0.0,5.001822,196.025518,0.135479
27,Router8,1,6.6667,8.451974,206.523109,0.199216
27,Router9,0,0.0,10.031198,217.205957,0.695099
27,Router10,1,6.6667,7.310876,296.414429,0.763183
27,Router11,0,0.0,6.593189,121.862057,0.348273
27,Router12,1,6.6667,1.826781,170.976186,0.747904
27,Router13,0,0.0,0.486592,65.586209,0.662648
27,Router14,1,6.6667,1.106415,205.596947,0.843525
27,Router15,1,6.6667,1.470667,103.288323,0.604746
27,Router16,1,6.6667,4.598514,122.300722,0.766609
27,Router17,0,0.0,1.64935,258.565753,0.871415
27,Router18,1,6.6667,7.013801,178.360262,0.017147
27,Router19,0,0.0,1.976963,33.369281,0.759264
27,Router20,0,0.0,3.777431,165.771703,0.003552
27,Router21,0,0.0,7.993841,311.599781,0.913187
27,Router22,0,0.0,0.377094,253.535859,0.240732
27,Router23,1,6.6667,7.043754,75.739466,0.038163
27,Router24,0,0.0,8.56571,126.12169,0.202467
27,Router25,0,0.0,7.734682,19.038682,0.477827
27,Router26,1,6.6667,6.43518,232.424116,0.144596
27,Router27,1,6.6667,7.219803,211.297195,0.754693
27,Router28,1,6.6667,5.17271,16.938142,0.83941
27,Router29,0,0.0,7.612017,24.556172,0.029961
27,Router30,0,0.0,3.72983,163.155142,0.21966
27,Router31,0,0.0,1.654161,149.434307,0.513329
27,Router32,1,6.6667,0.959387,117.826878,0.198474
28,Router1,1,6.6667,0.423746,147.925062,0.846827
28,Router2,1,6.6667,2.599083,127.572042,0.412629
28,Router3,1,6.6667,3.789956,230.723663,0.655261
28,Router4,0,0.0,1.890504,197.100002,0.042101
28,Router5,0,0.0,5.568269,201.293249,0.370987
28,Router6,0,0.0,4.611977,276.862514,0.843197
28,Router7,0,0.0,5.166807,197.441968,0.878374
28,Router8,0,0.0,8.84728,72.628746,0.723137
28,Router9,0,0.0,3.204339,161.384333,0.182176
28,Router10,1,6.6667,7.678877,92.819882,0.252939
28,Router11,0,0.0,5.746442,234.332923,0.670549
28,Router12,0,0.0,9.826875,184.616735,0.775519
28,Router13,0,0.0,2.444836,282.544731,0.287704
28,Router14,0,0.0,4.329105,27.712508,0.81807
28,Router15,0,0.0,5.54553,140.473401,0.730085
28,Router16,0,0.0,9.03917,37.460836,0.521257
28,Router17,0,0.0,6.753819,210.33626,0.082175
28,Router18,0,0.0,3.406417,151.413602,0.912253
28,Router19,0,0.0,8.106212,163.82387,0.164562
28,Router20,0,0.0,6.835898,184.89306,0.495301
28,Router21,1,6.6667,3.361259,295.554762,0.813555
28,Router22,0,0.0,8.571555,131.552821,0.323169
28,Router23,1,6.6667,2.79885,17.002933,0.731463
28,Router24,1,6.6667,8.80892,20.638387,0.15728
28,Router25,0,0.0,9.780455,49.901732,0.593433
28,Router26,0,0.0,1.317065,273.655974,0.494073
28,Router27,0,0.0,3.238431,98.334549,0.415945
28,Router28,1,6.6667,2.955876,280.917497,0.580253
28,Router29,0,0.0,0.499499,90.249494,0.152549
28,Router30,1,6.6667,8.702033,72.308131,0.563009
28,Router31,0,0.0,10.225137,52.891257,0.315392
28,Router32,1,6.6667,3.868118,238.111836,0.648267
29,Router1,1,6.6667,4.584822,50.55707,0.838573
29,Router2,0,0.0,9.962068,258.796708,0.866595
29,Router3,0,0.0,2.031884,100.11762,0.696179
29,Router4,0,0.0,4.697192,53.745045,1.0
29,Router5,1,6.6667,0.868719,153.882406,0.961609
29,Router6,0,0.0,1.852502,113.376846,0.312079
29,Router7,1,6.6667,3.939876,236.20999,0.186981
29,Router8,1,6.6667,2.73366,176.230874,0.718802
29,Router9,1,6.6667,7.050818,175.239379,0.267453
29,Router10,1,6.6667,3.581589,276.56066,0.809703
29,Router11,1,6.6667,3.142085,135.713637,0.789451
29,Router12,1,6.6667,4.581439,145.455686,0.010558
29,Router13,0,0.0,8.711361,167.448599,0.117194
29,Router14,1,6.6667,2.926428,280.270068,0.259346
29,Router15,1,6.6667,2.258852,257.998649,0.652162
29,Router16,0,0.0,2.873411,108.016905,0.014246
29,Router17,1,6.6667,8.290134,29.886974,0.258518
29,Router18,0,0.0,4.690671,174.601778,0.009331
29,Router19,1,6.6667,8.934797,163.352235,0.593731
29,Router20,1,6.6667,4.951802,69.621078,0.128723
29,Router21,0,0.0,4.497698,5.813397,0.800231
29,Router22,0,0.0,9.149988,53.593065,0.622806
29,Router23,1,6.6667,5.827115,15.744776,0.99864
29,Router24,0,0.0,5.286042,9.679253,0.390389
29,Router25,1,6.6667,2.311953,161.836723,0.283274
29,Router26,0,0.0,9.918186,26.962599,0.829915
29,Router27,0,0.0,7.644369,28.942427,0.261665
29,Router28,0,0.0,3.496256,56.776944,0.999713
29,Router29,0,0.0,1.624146,100.52672,0.919565
29,Router30,0,0.0,5.127979,88.236449,0.37184
29,Router31,1,6.6667,2.275352,217.274875,0.857995
29,Router32,0,0.0,7.778074,123.902738,0.165571
30,Router1,1,6.6667,4.086838,140.120535,0.142028
30,Router2,1,6.6667,5.529326,172.359703,0.762921
30,Router3,0,0.0,2.478556,277.873936,0.623125
30,Router4,1,6.6667,7.335974,26.529137,0.197032
30,Router5,1,6.6667,1.274872,118.248661,0.658836
30,Router6,0,0.0,0.38636,5.987438,0.604042
30,Router7,0,0.0,2.744792,51.688366,0.067388
30,Router8,1,6.6667,1.686532,96.199153,0.382509
30,Router9,0,0.0,5.680314,82.506223,0.37998
30,Router10,1,6.6667,9.811335,151.311546,0.050553
30,Router11,1,6.6667,6.183437,71.97963,0.095145
30,Router12,1,6.6667,8.865259,12.880831,0.655294
30,Router13,1,6.6667,3.052791,178.055933,0.78101
30,Router14,1,6.6667,9.145953,252.358238,0.140673
30,Router15,0,0.0,7.601987,303.811108,0.770695
30,Router16,0,0.0,4.104152,225.784415,0.599964
30,Router17,0,0.0,6.090144,155.012986,0.579274
30,Router18,1,6.6667,5.959659,3.238994,0.771865
30,Router19,1,6.6667,4.286362,91.686067,0.877206
30,Router20,0,0.0,6.515273,24.004444,0.360065
30,Router21,0,0.0,3.131211,130.194224,0.905863
30,Router22,0,0.0,1.752122,162.432639,0.857645
30,Router23,0,0.0,6.932774,53.021014,0.910695
30,Router24,0,0.0,8.413264,204.584684,0.058653
30,Router25,0,0.0,7.742613,128.85971,0.483975
30,Router26,1,6.6667,4.510555,36.832839,0.648356
30,Router27,0,0.0,3.646586,199.440567,0.941104
30,Router28,0,0.0,2.233431,269.469486,0.957973
30,Router29,0,0.0,4.013175,257.791464,0.501232
30,Router30,0,0.0,3.332759,162.729107,0.168413
30,Router31,1,6.6667,3.222822,277.122467,0.115995
30,Router32,1,6.6667,6.121899,281.647212,0.793719
31,Router1,0,0.0,2.795109,133.636419,0.16812
31,Router2,0,0.0,5.268593,122.571733,0.018993
31,Router3,0,0.0,4.785283,252.931422,0.986742
31,Router4,1,6.6667,6.762889,247.968208,0.323361
31,Router5,1,6.6667,1.30207,6.678537,0.249564
31,Router6,1,6.6667,9.407927,23.228001,0.017679
31,Router7,1,6.6667,7.823736,199.052019,0.596663
31,Router8,0,0.0,3.653267,148.276525,0.370117
31,Router9,1,6.6667,2.759597,33.577099,0.05418
31,Router10,0,0.0,4.127648,191.517313,0.0
31,Router11,1,6.6667,8.822525,155.587398,0.346845
31,Router12,0,0.0,4.17698,213.240651,0.795992
31,Router13,0,0.0,3.814017,151.739906,0.047672
31,Router14,0,0.0,4.693564,140.094883,0.322967
31,Router15,0,0.0,9.556292,70.687684,0.591233
31,Router16,0,0.0,0.457098,158.857629,0.803361
31,Router17,0,0.0,0.59312,150.312963,0.921852
31,Router18,0,0.0,1.261659,179.320944,0.715843
31,Router19,0,0.0,3.928079,213.154902,0.097165
31,Router20,0,0.0,6.915497,86.88936,0.240936
31,Router21,1,6.6667,6.584112,133.151595,0.970058
31,Router22,0,0.0,7.277285,111.038376,0.693016
31,Router23,1,6.6667,2.678669,291.831653,0.889557
31,Router24,0,0.0,1.8429,75.608559,0.782428
31,Router25,0,0.0,7.971295,50.045437,0.035469
31,Router26,0,0.0,8.517104,212.255074,0.688133
31,Router27,1,6.6667,8.723357,39.535457,0.869309
31,Router28,1,6.6667,2.457512,279.392852,0.219404
31,Router29,1,6.6667,8.59874,126.021613,0.937875
31,Router30,0,0.0,8.839154,160.644388,0.520598
31,Router31,1,6.6667,7.23584,123.172309,0.124958
31,Router32,1,6.6667,9.916573,282.608993,0.224247
32,Router1,1,6.6667,9.379955,181.724796,0.038165
32,Router2,0,0.0,6.542961,255.885705,0.507317
32,Router3,0,0.0,4.846468,13.622281,0.807088
32,Router4,0,0.0,2.806196,213.066614,0.130819
32,Router5,0,0.0,5.663027,170.772935,0.691022
32,Router6,1,6.6667,4.452464,69.339606,0.992832
32,Router7,0,0.0,6.90893,184.265779,0.611407
32,Router8,0,0.0,9.084578,256.817885,0.572366
32,Router9,1,6.6667,1.081222,128.594699,0.532063
32,Router10,1,6.6667,4.874773,244.144357,0.788504
32,Router11,0,0.0,1.982807,18.046679,0.990051
32,Router12,1,6.6667,8.392378,33.335935,0.198866
32,Router13,1,6.6667,1.112547,247.28765,0.162249
32,Router14,0,0.0,1.824856,6.933509,0.387572
32,Router15,1,6.6667,1.570049,11.190906,1.0
32,Router16,0,0.0,4.618637,32.483014,0.474451
32,Router17,1,6.6667,5.125716,59.200878,0.00762
32,Router18,0,0.0,0.222825,166.477722,0.612014
32,Router19,1,6.6667,5.287986,79.737814,0.876407
32,Router20,0,0.0,1.173642,222.489718,0.659258
32,Router21,1,6.6667,9.256507,204.08444,0.017803
32,Router22,0,0.0,9.210429,133.068074,0.404585
32,Router23,0,0.0,5.666832,265.193517,0.69603
32,Router24,0,0.0,2.131345,129.644443,0.921949
32,Router25,0,0.0,1.441741,94.62974,0.394758
32,Router26,1,6.6667,4.752288,183.96563,0.107546
32,Router27,0,0.0,6.259091,204.59532,0.075105
32,Router28,1,6.6667,9.589949,20.939556,0.190809
